Russo,Price,RUSPRI001,GwjKLNrgpv0Ycg,Mrs.,South African citizen,South Africa,167-25-5958,463659000000000000,African,Justin@Proin.us,-1902,71241 East Argentina Ct.,Dominica,PhD in Computer Science,North-West University,South Africa,1,Unknown,8,sociis congue dis posuere eget molestie libero enim ornare magnis adipiscing Morbi lacus et euismod velit feugiat Praesent ac natoque torquent vulputate venenatis commodo viverra urna risus augue Vivamus Curae ante interdum dolor Maecenas sociosqu nascetur leo placerat enim torquent Curabitur diam montes gravida Nunc a elementum facilisi pellentesque luctus Morbi vitae risus velit feugiat dapibus vitae rutrum pellentesque netus parturient eget hendrerit eget sed ornare nisl consequat dapibus sem sit ullamcorper Phasellus mus sapien tortor ligula hymenaeos suscipit Nulla lorem Vestibulum Donec sapien Pellentesque non odio augue lacus enim sociosqu Mauris montes vulputate aliquam blandit felis dapibus tempor felis,2,28,42,16,3533198,Masters by Coursework and Dissertation (MSc by C+D),Deffered,Application denied due to late application, , 
Flores,Julian,FLOJUL001,ngx8O2,Prof.,South African permanent resident,South Africa,574-31-6125,228849000000000000,African,Yuli@dui.us,-1636,93841 South Montpelier Ln.,South Africa,Master of Commerce in Information Systems,University of Cape Town,South Africa,2,NQF 5 - Occupational Certificate (HET),49,Ut fringilla laoreet imperdiet parturient pulvinar montes viverra tellus consectetuer volutpat pretium facilisis risus ornare lectus mauris vulputate Sed sapien Donec vehicula dis dui fermentum in sociis ipsum netus posuere interdum suscipit orci ipsum mi egestas nec enim Vivamus imperdiet auctor Aenean Praesent ultrices Vivamus vulputate vulputate sit eu sodales lobortis sapien tellus quis faucibus taciti ridiculus porta Mauris a ridiculus tellus nascetur leo In eleifend Maecenas consequat nulla semper pharetra eleifend sollicitudin pellentesque senectus porttitor bibendum vehicula sed nibh a luctus interdum pulvinar sollicitudin condimentum enim aliquam taciti facilisis ac fringilla laoreet magnis Vestibulum nulla Nulla nulla natoque nisl,3,15,57,17,1518709,Postgraduate Diploma in Management in Information Systems (part-time),Applied,On condition of final tertiary results, , 
Keith,Serina,KEISER001,4zIs8nu5DwKmoTrJyI0brMB,Rev.,South African permanent resident,South Africa,924-87-8047,463672000000000000,White,Phelan@ipsum.edu,-1921,61189 South Peekskill Way,South Africa,Honours in Computer Science (full-time),Università degli Studi di Firenze,Italy,1,NQF 2 - Grade 10 (FET),15,Cras Quisque pretium tortor montes velit Aenean Nam tortor sem dis pretium varius nec condimentum augue Curae torquent pretium diam Maecenas ligula nunc sed vehicula auctor Suspendisse Morbi tristique sociis fermentum nibh auctor senectus commodo montes Lorem bibendum consequat egestas imperdiet sagittis lorem blandit sit ante ridiculus vel tortor ante Donec Quisque tincidunt massa Integer Curabitur rhoncus turpis dictum Donec ante mus ad mus a sem at dictum sodales nostra adipiscing enim vitae auctor vulputate cursus mollis nonummy nostra mi magnis consectetuer ac commodo tortor per dolor iaculis Aliquam consequat Pellentesque litora semper Phasellus nunc non tristique Morbi urna sodales,2,37,8,9,4928703,Master of Commerce in Information Systems,Applied,Waiting for External Tertiary results, , 
Hewitt,Michael,HEWMIC001,8dPETImJ2,Rev.,South African citizen,South Africa,782-14-7063,472067000000000000,White,Boris@pede.edu,-1521,54247 West Georgia Way,Luxembourg,Honours in Information Systems (full-time),Imperial College London,United Kingdom,2,NQF 8 - Masters (HET),40,ante laoreet dictum tristique egestas netus commodo Integer hymenaeos convallis semper nisl volutpat tristique enim porta nibh ut tristique aliquam magna porttitor hymenaeos aliquam ornare justo tempus facilisis rutrum nisl commodo tincidunt porttitor eleifend Nunc blandit neque congue Sed Nam Phasellus Maecenas porttitor fringilla libero Fusce neque parturient aptent nec risus Nullam vel euismod Class semper Donec Maecenas Proin molestie nascetur accumsan rhoncus venenatis mollis augue egestas morbi Vestibulum Pellentesque lorem eu montes fermentum sit lorem Nullam aptent vitae accumsan taciti nec luctus pellentesque Aliquam Etiam Morbi dapibus Quisque euismod Fusce Maecenas viverra Praesent Donec ultricies eros Curabitur conubia Mauris,3,30,23,76,5001750,Postgraduate Diploma in Management in Information Systems (part-time),Denied,Conditional Offer withdrawn as admission conditions not met, , 
Mann,Ulysses,A000003,ekuOB,Prof.,South African permanent resident,South Africa,917-03-8794,660047000000000000,Asian,Nita@Pellentesque.edu,-2173,16888 West Glendora St.,South Africa,PhD in Computer Science,Xiamen University,China,1,NQF 7 - Post Graduate Certificate (HET),1,hendrerit litora adipiscing lectus odio Lorem orci varius Maecenas varius diam Phasellus rhoncus Maecenas Curae ac nunc sit ipsum Morbi Lorem felis mollis velit dui lorem sociosqu nulla fermentum consequat quam nisl sociis sociosqu euismod ante morbi taciti in ut consequat non vitae nostra mauris egestas tellus aptent morbi tempus pulvinar litora non ante Etiam felis justo nascetur urna primis mus parturient aliquet ullamcorper Nam habitant ut lacinia primis enim mattis nonummy vel suscipit gravida Duis adipiscing conubia condimentum ultricies purus Maecenas ultrices nascetur ridiculus nonummy morbi Cras aliquam quis habitant volutpat eu montes hymenaeos euismod Etiam vehicula In Ut,1,5,57,30,7762383,Masters by Coursework and Dissertation (MSc by C+D),Conditionally Admitted,Faculty Office withdraws application due to applicant changing programme choice, , 
Chang,Virginia,A000004,uAy4IARo9Ve4dztweFf,Prof.,South African permanent resident,South Africa,002-82-9025,563152000000000000,Indian,Shelley@nibh.gov,-1892,68353  Columbia Blvd.,South Africa,PhD in Information Systems,University of Cape Town,South Africa,5,NQF 2 - Grade 10 (FET),43,quam varius Sed sapien enim velit adipiscing dolor consequat in varius pellentesque risus et Curabitur ipsum euismod Nullam interdum tempus metus sodales scelerisque iaculis felis nisi vehicula Suspendisse velit sociosqu rhoncus interdum pulvinar quis Pellentesque Fusce lacus risus taciti tincidunt aliquet velit eu massa sollicitudin porttitor pulvinar lobortis interdum ut nisi pulvinar libero sed posuere netus magnis magnis Sed venenatis congue Mauris rhoncus arcu a sollicitudin convallis Nunc ad nonummy penatibus mus accumsan rutrum Proin orci eget semper Etiam Aliquam rhoncus molestie mollis imperdiet sem id euismod massa erat mus volutpat purus nostra tristique euismod Aenean sociosqu semper justo et,3,13,32,99,9454379,Honours in Computer Science (full-time),On Waiting List,Applicant withdraws application, , 
Giles,Hedwig,GILHED001,oocsgt4HomZD1aJeYUj6xAH,Mrs.,International,Malawi,668-81-5008,265429000000000000,African,Elijah@ipsum.us,-1877,62117 West Chad Ct.,France,Honours in Information Systems (full-time),Università degli Studi di Bologna,Italy,1,NQF 8 - Doctorate (HET),42,egestas neque Nunc conubia velit cubilia volutpat dui aliquet viverra quam massa quis amet tincidunt Cras mollis neque netus taciti consequat Duis primis Donec Nam quis ipsum diam gravida vitae netus orci Nunc elementum at pharetra condimentum Morbi nunc rutrum mollis scelerisque orci imperdiet dolor parturient scelerisque mauris ornare mattis Duis elementum ultricies ut eleifend at conubia malesuada molestie mi Class Aenean condimentum tempor imperdiet elit lectus tincidunt natoque mi in quam Nam Curae neque eget torquent lectus interdum Suspendisse accumsan eu Duis auctor ultricies nulla vel placerat sed Mauris eleifend senectus metus nonummy natoque In feugiat elementum Integer Etiam,2,81,19,77,825847,Honours in Computer Science (full-time),Offer Accepted,Faculty Admittance Committee must decide, , 
Roth,James,ROTJAM001,oMz06e7N5znRyoEwIxuUdK3UF,Miss.,South African citizen,South Africa,909-43-2919,494254000000000000,White,Jarrod@morbi.net,-1473,84367 East Ghana Ave.,Grenada,Honours in Information Systems (full-time),The University of York,United Kingdom,6,NQF 7 - Post Graduate Certificate (HET),15,et adipiscing erat justo ornare tristique condimentum rutrum massa auctor justo magna sociosqu sit mauris gravida sit Aenean taciti fringilla Phasellus viverra placerat iaculis blandit nonummy auctor Donec quam metus fermentum fringilla Aenean lacinia Curae venenatis adipiscing Morbi condimentum porta primis viverra gravida morbi volutpat aliquet amet pulvinar senectus consectetuer sed rhoncus facilisis Class dolor vestibulum Maecenas pharetra nisi semper leo a Aliquam tortor mauris magna mauris dictum dolor cursus Cum elit pretium mattis nisl purus pretium Ut auctor quis litora convallis dictum natoque lorem sagittis orci vestibulum Praesent turpis viverra Etiam massa ridiculus tempus aptent tortor lorem lobortis nisl,1,13,77,80,648218,PhD in Information Systems,Conditionally Admitted,Defer decision of making firm offer, , 
Shepherd,Heather,SHEHEA001,zYDCvkuQn2rSN,Dr.,International,Cayman Islands,772-58-2335,565652000000000000,White,Caleb@tellus.edu,-1677,8556 West Hidden Hills Blvd.,New Caledonia,PhD in Computer Science,Università degli Studi di Milano-Bicocca,Italy,2,NQF 8 - Masters (HET),24,Mauris Pellentesque auctor elit tortor quam turpis nisi ullamcorper torquent arcu aptent erat mi venenatis nisi cubilia Lorem laoreet massa nisi feugiat molestie augue eget turpis ultrices eget Proin Maecenas sagittis felis lorem mattis pretium massa sagittis ullamcorper nulla habitant primis vel tortor Nam blandit commodo porta inceptos Aliquam congue semper molestie non lorem mattis erat pulvinar mi ipsum Mauris non laoreet habitant tempus mauris nibh interdum Pellentesque Cum Cum rutrum eros malesuada vehicula vitae id Curae convallis Lorem justo per commodo porttitor per facilisi et Aenean vehicula massa litora per massa ultrices fermentum ultricies nulla lacus molestie Duis lobortis,1,2,95,3,8601956,PhD in Information Systems,Firm Offer Deferred,Special Offer for Top Applicants, , 
Reed,Carissa,REECAR001,Tn0NK0Ggotj1zCFM79ASpsz,Mrs.,South African permanent resident,South Africa,393-60-9598,632839000000000000,Coloured,Wendy@natoque.us,-1370,8406 South Antarctica Ave.,South Africa,Honours in Computer Science (full-time),Haute École Spécialisée de Suisse Occidentale,Switzerland,3,NQF 5 - Occupational Certificate (HET),44,Praesent cubilia Lorem malesuada netus inceptos sodales aliquam aliquet Nulla erat lorem gravida magna condimentum euismod mus porttitor at Sed Lorem malesuada sagittis Integer elit ad torquent Phasellus euismod aptent Aliquam penatibus eleifend rhoncus quam eget laoreet porta Quisque convallis montes convallis a a convallis et ornare dapibus purus dis adipiscing et eu porttitor gravida porttitor feugiat litora et ad aliquet urna volutpat vestibulum est varius penatibus Class lobortis aliquet tristique mauris tincidunt rhoncus et leo tristique sapien fames risus purus dis tempus Aliquam felis neque rutrum leo nostra augue rhoncus consequat morbi per dapibus morbi Lorem Curabitur magna iaculis,3,32,9,47,5632412,Masters by Coursework and Dissertation (MSc by C+D),Firm Offer Deferred,On condition of final tertiary results, , 
Pate,Lael,PATLAE001,8zC2QWBpXXAaUyB94UFkjdGev,Dr.,South African citizen,South Africa,394-60-8700,343690000000000000,White,Laith@Nullam.org,-2219,89285  Martinique St.,Pitcairn,Masters in Information Technology (MIT) ,Université de Genève,Switzerland,2,NQF 2 - Grade 10 (FET),8,euismod ultricies Cum diam Aliquam Lorem Maecenas libero Lorem a arcu mollis conubia imperdiet Curae euismod turpis lobortis Nullam ac Nam augue tellus Cras Nulla Cras sit Morbi vulputate aliquam Class Nunc nunc Duis Proin cubilia malesuada nostra eleifend tincidunt a pellentesque Morbi Nullam Nunc magnis egestas morbi pharetra a felis dapibus pretium id blandit urna rutrum molestie mi viverra eget sodales molestie primis magnis convallis lobortis Maecenas nisi rhoncus Pellentesque varius ultricies non taciti adipiscing orci quam urna Integer orci vitae per nisl risus Nullam senectus Quisque ultricies molestie ut Praesent purus Class Class Etiam Mauris sodales consectetuer orci,3,54,84,59,5928479,Honours in Computer Science (full-time),Deffered,Waiting for English Proficiency Results, , 
Boyd,Jessamine,BOYJES001,HYT4liVelkSrGdmDYzjgj8Uty,Ms.,South African citizen,South Africa,143-93-6766,525651000000000000,Indian,Joseph@inceptos.com,-2213,16652 South Mayotte Way,South Georgia and the South Sandwich Islands,Masters in Information Technology (MIT) ,Fudan University,China,6,Unknown,36,risus Vivamus tortor arcu rutrum fermentum et sed arcu sagittis lorem tempor odio purus Morbi senectus tempus habitant quam porta viverra purus porta placerat tristique eleifend massa vehicula sem tincidunt eget enim sem facilisi porta Proin fermentum adipiscing dolor a montes fames non augue natoque iaculis arcu auctor facilisis hendrerit pharetra Suspendisse amet parturient dolor Vivamus vehicula rutrum lorem Nullam posuere massa volutpat odio suscipit tempus consequat torquent tristique Nunc scelerisque consectetuer magnis molestie Fusce viverra fermentum cubilia ligula augue hymenaeos ut netus porta nonummy neque euismod Nullam cursus pellentesque tempor Cum conubia hendrerit auctor habitant enim luctus netus sociosqu,1,69,19,96,2958597,Master of Commerce in Information Systems,Applied,Faculty Admittance Committee must decide, , 
Mathis,Xanthus,MATXAN001,deF27DXSZC5,Mrs.,International,Bosnia and Herzegovina,700-53-9689,166874000000000000,Coloured,Harrison@a.gov,-2287,63839 North Cayman Islands Ave.,Vatican City (Holy See),Masters by Coursework and Dissertation (MSc by C+D),Universität St.Gallen,Switzerland,4,NQF 4 - Grade 12 (FET),25,mauris porta Nulla risus lectus Nam posuere facilisi mauris Vestibulum rhoncus eleifend congue Nulla blandit gravida velit Donec blandit erat pretium est nostra Morbi varius ad turpis vulputate dolor ligula rutrum primis ullamcorper magna Aliquam nonummy commodo nascetur id Praesent volutpat velit condimentum bibendum eros litora orci purus nascetur semper bibendum ad aliquam massa eu rutrum Integer dis nonummy tortor porttitor ultrices congue tortor viverra lectus lorem purus fermentum vehicula vel amet vitae diam commodo urna Sed cursus mus odio sociosqu euismod interdum leo orci facilisis sodales venenatis a nibh Cras venenatis erat vulputate conubia morbi Integer dictum habitant Proin,2,88,48,36,4511972,Postgraduate Diploma in Management in Information Systems (part-time),Denied,Faculty Admittance Committee must decide, , 
Schultz,Sierra,SCHSIE001,EwJtYhYEa41isHWu17dWTd3eN,Ms.,South African citizen,South Africa,366-27-6198,108294000000000000,White,Kalia@suscipit.gov,-2109,82642  Decatur Way,Botswana,Masters in Information Technology (MIT) ,Università degli Studi di Bari,Italy,1,NQF 5 - National Certificate National Diploma (HET),5,tempus Curabitur fames Praesent ornare arcu nonummy posuere aptent arcu In elementum tempor venenatis natoque augue tristique turpis placerat eleifend ultrices ut nulla congue adipiscing condimentum et Suspendisse accumsan sit Aenean nisi lorem facilisi placerat taciti iaculis sed lorem eleifend in nunc Morbi Cras ultrices aliquam Class bibendum consectetuer bibendum odio eros mauris varius pede hendrerit In justo magna sociosqu at mus vestibulum velit imperdiet hendrerit lacus primis suscipit tempor elementum pede porttitor at eu eget In ligula quam pharetra sapien vel Praesent consectetuer euismod adipiscing placerat varius Phasellus quam Integer sollicitudin lectus sit Donec Cum leo fames urna dis,2,5,16,60,7925472,Masters in Information Technology (MIT) ,Deffered,Faculty Office withdraws application due to offer beinf made on another application in faculty, , 
Blake,Janna,BLAJAN001,Ijpsmia1lzf4kAtfI45DaV,Prof.,South African citizen,South Africa,898-06-9664,513891000000000000,African,Xenos@molestie.us,-1630,12252 South Turkey Way,Saudi Arabia,PhD in Computer Science,North-West University,South Africa,6,NQF 2 - Grade 10 (FET),29,lorem porta commodo semper enim Fusce pharetra venenatis conubia fringilla dis auctor a lacus nunc pellentesque dui eu scelerisque lacinia turpis lorem faucibus et placerat ultricies est torquent pharetra in porta Curabitur commodo lacinia congue morbi sodales Pellentesque morbi vel nec tincidunt mi libero Nunc senectus vitae In hymenaeos Etiam dignissim arcu enim viverra iaculis magnis pede conubia leo sollicitudin placerat fames ultricies vehicula Suspendisse facilisi et Nullam Nam egestas primis turpis orci ultrices dignissim ipsum fames nec sed tortor dolor Vestibulum parturient nisl venenatis Curae magnis nisi senectus gravida Vestibulum consectetuer nunc ultrices Nam placerat rhoncus ad viverra nulla,2,19,5,44,6783783,Masters by Coursework and Dissertation (MSc by C+D),Withdrawn,Applicant submitted application, , 
Roberts,Haley,ROBHAL001,27o5E3jv25Wt,Mrs.,South African citizen,South Africa,871-64-0824,895913000000000000,White,Patrick@rutrum.com,-1836,68888 East Malta Ct.,United States,Honours in Computer Science (full-time),Universität Basel,Switzerland,2,NQF 3 - Grade 11 (FET),38,in litora dapibus Proin sem dictum convallis Donec elit dignissim faucibus Donec penatibus accumsan habitant fames lobortis non sit pede mus laoreet facilisi neque tristique nostra non eleifend Quisque interdum amet arcu elementum volutpat ridiculus Suspendisse Nunc viverra dignissim habitant litora viverra pharetra Pellentesque tempor id netus faucibus nisl nonummy Praesent primis purus aptent interdum eu Phasellus dui Sed aliquet senectus Suspendisse aptent lorem quis ante sit id turpis condimentum vulputate ut velit feugiat pulvinar erat Morbi ornare dui vel dolor Phasellus dui Nullam porttitor pretium morbi facilisis faucibus leo per Nulla Curabitur auctor cursus mi ullamcorper dolor bibendum euismod,1,47,59,49,7097519,Honours in Computer Science (full-time),Deffered,On condition of school-leaving results, , 
Wiley,Alden,WILALD001,rHe30pZDWQCg,Dr.,South African citizen,South Africa,730-71-2028,512412000000000000,Indian,Imelda@arcu.edu,-2007,4042 South Trinidad and Tobago St.,Belarus,PhD in Computer Science,Universität Basel,Switzerland,1,NQF 4 - Grade 12 (FET),29,penatibus netus nec at purus eleifend accumsan per Cras Morbi luctus Phasellus tincidunt Curae vitae mi adipiscing turpis sollicitudin congue hymenaeos penatibus nostra litora tellus ultrices nascetur Nulla vitae laoreet pretium eu molestie dui facilisi quam fermentum justo leo pulvinar Phasellus Quisque cubilia pretium Aenean Nam at aptent elit eros massa Fusce Aenean sagittis aliquam convallis consequat mollis ac est faucibus metus aliquet leo a nibh dignissim ridiculus magna fames ultrices Cum elementum aliquam Nam torquent sodales justo Donec bibendum netus Morbi molestie aliquam nunc Praesent Sed libero sollicitudin Nulla ad at fringilla Cras ac cursus sociosqu egestas tristique dapibus,2,24,88,32,6396289,Postgraduate Diploma in Management in Information Systems (part-time),Withdrawn,Waiting for English Proficiency Results, , 
Zimmerman,Jared,ZIMJAR001,ZZeQVXrH9,Dr.,International,Greenland,420-31-6732,802446000000000000,Indian,May@venenatis.com,-1314,24372 North Norway Ln.,Czechia / Czech Republic,Postgraduate Diploma in Management in Information Systems (part-time),University of Oxford,United Kingdom,1,NQF 7 - Post Graduate Certificate (HET),45,ac luctus aliquam tristique ornare porttitor egestas aliquet aliquet penatibus netus enim cursus adipiscing Mauris penatibus urna Mauris Nunc Donec ridiculus vitae iaculis neque torquent eu taciti Mauris nec eget ac imperdiet iaculis sociis mattis Nunc ullamcorper fames egestas Nullam Donec dolor viverra magna Duis erat elementum placerat sociis feugiat Curae accumsan Praesent malesuada pharetra sapien Duis mus turpis morbi ullamcorper diam Vestibulum inceptos vestibulum erat velit sed per lacus montes Cum faucibus aliquet nulla blandit sollicitudin mus lectus rutrum arcu erat pretium lacus conubia dictum posuere aliquet non ultrices dolor taciti taciti tortor nostra lectus ornare dignissim tincidunt porttitor,2,71,76,85,6298836,Honours in Computer Science (full-time),Applied,Application denied due to competition, , 
Dean,Cleo,DEACLE001,LGlqd159jm5BOGi59UE2OVB,Mrs.,South African permanent resident,South Africa,675-59-4572,425711000000000000,Coloured,Levi@senectus.gov,-1763,13069 East Coos Bay Ave.,South Africa,Honours in Management Information Systems (part-time),University of Cape Town,South Africa,6,NQF 5 - National Certificate National Diploma (HET),43,Nullam porttitor sagittis mus condimentum auctor parturient condimentum odio Lorem lacinia nisl nonummy laoreet justo accumsan nec neque adipiscing mauris Curae nulla Nam eleifend ipsum vulputate accumsan congue aliquet nisi natoque non Class orci sapien et purus accumsan netus id ut metus senectus est porttitor facilisi dolor eleifend Sed ridiculus Etiam interdum nisl lacus cubilia Praesent Maecenas nascetur Etiam metus blandit cursus felis dapibus a Mauris pharetra Etiam justo dictum feugiat aliquam massa lectus mauris facilisis ante arcu lacinia id cubilia in Curae ad hendrerit placerat urna aliquet Pellentesque nostra ad interdum netus torquent mattis Vivamus dui sapien feugiat Curae,1,54,26,50,4210385,Honours in Management Information Systems (part-time),Offer Accepted,Applicant reconsider programme of study, , 
Singleton,Harding,SINHAR001,Wo,Mrs.,South African citizen,South Africa,545-21-4535,521082000000000000,Asian,Cairo@aliquet.net,-1728,88262 West Long Beach Ave.,Saudi Arabia,Masters by Dissertation (MSc by D),Queen Mary University of London,United Kingdom,1,NQF 5 - Occupational Certificate (HET),10,Maecenas In eleifend placerat Nunc arcu malesuada ultricies faucibus posuere Nunc egestas pellentesque cursus porttitor viverra sodales non Curae posuere lorem porta justo facilisi euismod accumsan primis vestibulum mauris Pellentesque vel natoque amet sociosqu nulla sit Integer urna massa semper primis placerat fringilla mi Integer hendrerit volutpat Ut faucibus Etiam posuere torquent congue justo congue leo egestas mus semper Etiam hymenaeos Cras Donec sociosqu massa nisl penatibus risus blandit Vivamus metus Lorem ante vel porttitor Class aliquam pharetra tristique pellentesque tellus hendrerit Vivamus dapibus justo nonummy taciti auctor ac In sociosqu convallis viverra faucibus sapien netus et rhoncus Suspendisse per,2,90,97,95,4717981,Honours in Information Systems (full-time),Firm Offer Deferred,On condition of receipt of relevant information, , 
Townsend,Elaine,TOWELA001,EpZYkB9jzBHriS,Mrs.,South African citizen,South Africa,346-80-4563,893565000000000000,White,Kelly@lectus.gov,-2048,52671 East Brunei Darussalam Ln.,Bermuda,Postgraduate Diploma in Management in Information Systems (part-time),University of Science and Technology of China,China,4,NQF 1 - Grade 4-9 (GET),13,leo luctus enim velit senectus augue netus neque fames luctus dis condimentum Integer aliquam dis lacus Proin tristique vitae conubia vitae Donec consequat sit tempus consectetuer nonummy senectus conubia leo Class venenatis venenatis sapien iaculis ultricies imperdiet facilisi leo faucibus posuere urna vestibulum elit nunc sem tristique dictum eget fermentum placerat non iaculis mauris neque laoreet tempus consectetuer vestibulum semper Nulla dis lacus eu Curae semper dictum massa torquent felis sit faucibus sem litora aptent congue aptent Quisque semper enim dolor dictum tristique et sit sollicitudin imperdiet erat Nulla Suspendisse leo semper lacinia dapibus torquent nibh ac enim auctor sit,1,9,56,39,5587048,Master of Commerce in Information Systems,Offer Accepted,Defer decision of making firm offer, , 
Norris,Cally,NORCAL001,rv96SWu5x,Dr.,South African citizen,South Africa,671-44-8218,258486000000000000,White,Yetta@egestas.gov,-1611,7765  East Lansing Ct.,United States,Masters in Information Technology (MIT) ,Università degli Studi di Milano,Italy,1,NGF 4 - Trade Certificate (FET),44,convallis rhoncus facilisis inceptos nisi hendrerit Maecenas blandit dis congue auctor magnis interdum Fusce turpis eu eget tempus Vestibulum id mauris ac Class Donec Phasellus neque vehicula Sed nibh consectetuer vitae tempus dui facilisis morbi rutrum urna senectus nisl varius ipsum placerat eget dapibus mattis sociis interdum ut Proin feugiat lobortis sodales mus venenatis iaculis Integer placerat in parturient faucibus aptent erat nibh facilisi morbi Mauris euismod natoque Aliquam lacinia viverra Suspendisse enim penatibus semper malesuada amet tempor taciti aliquam quam mus sagittis at ipsum elementum leo nec dolor Nunc tempus Phasellus suscipit vitae viverra Vivamus vulputate justo rhoncus Aliquam,1,62,26,27,1877150,Master of Commerce in Information Systems,Created,Waiting for English Proficiency Results, , 
Lyons,Grace,LYOGRA001,e2QzDmPPon,Rev.,International,Dominican Republic,494-38-3866,263840000000000000,Coloured,Jonah@hendrerit.net,-1321,32803 North Chad Ct.,Colombia,Masters by Coursework and Dissertation (MSc by C+D),Università di Pisa,Italy,1,NQF 8 - Masters (HET),32,sollicitudin ultrices justo dictum Curabitur nulla Ut ridiculus natoque at primis porttitor ante viverra cursus vestibulum egestas primis porta habitant nisl tellus ac semper vel vehicula pulvinar Lorem torquent mus Aliquam mattis pede iaculis Aliquam Quisque Praesent natoque Morbi at consectetuer bibendum sollicitudin imperdiet Sed lectus per ultrices et sem tempor volutpat risus nisi lacinia dis est sodales iaculis inceptos senectus porttitor diam sodales habitant erat est sed nunc montes sollicitudin Quisque posuere fermentum euismod convallis dignissim amet dui rhoncus Etiam leo eros semper Etiam Lorem amet amet sociis risus fames nascetur conubia litora mattis non leo ridiculus aliquet dui,2,84,96,39,155084,Masters in Information Technology (MIT) ,Deffered,Faculty Office withdraws application due to programme unavailability, , 
Shannon,Fleur,SHAFLE001,q0oqDE37fv,Mr.,South African citizen,South Africa,752-06-9490,177273000000000000,White,Harlan@mollis.net,-2047,37806 South Elsmere St.,Colombia,Masters by Coursework and Dissertation (MSc by C+D),New York University,United States,2,NQF 7 - Honours Degree (HET),46,scelerisque iaculis Proin Duis Nullam congue varius Proin eget magnis porta molestie litora id eros In dignissim purus Praesent morbi leo ornare ridiculus Suspendisse faucibus sed penatibus rutrum lobortis Curae parturient est dui dapibus augue nisl et rhoncus Pellentesque augue hendrerit sed pretium Cum commodo ridiculus in facilisi mauris accumsan Etiam ad senectus bibendum tincidunt fringilla Vivamus fermentum Nullam sodales laoreet tempor nonummy dictum nostra mattis euismod orci nunc pede Lorem scelerisque Ut est congue pharetra Fusce In primis commodo Nam Vivamus Suspendisse risus dui ultricies placerat tortor quis tempus quis faucibus torquent augue vulputate conubia venenatis Mauris sed Suspendisse,1,83,20,97,184395,PhD in Computer Science,Created,Faculty Office withdraws application due to applicant changing programme choice, , 
Dominguez,Samuel,DOMSAM001,f,Prof.,South African permanent resident,South Africa,351-70-4956,415469000000000000,Coloured,Palmer@metus.net,-1504,35982 North Northern Mariana Islands Ln.,South Africa,Masters in Information Technology (MIT) ,Università degli Studi di Napoli Federico II,Italy,1,NQF 5 - Occupational Certificate (HET),19,libero laoreet quam egestas In Class egestas Vivamus congue hymenaeos tempor Integer Fusce vulputate non natoque fames laoreet ornare luctus nisi taciti morbi pulvinar vel diam facilisi pellentesque nisi gravida taciti vestibulum nulla magna elementum sagittis Quisque semper sem magnis id Class vel neque ultricies ultrices Duis Vestibulum condimentum Aliquam auctor mollis cubilia ipsum auctor lectus nonummy placerat ad eu ante inceptos Curabitur libero dis commodo felis nostra semper Nam mattis quis sagittis vulputate tincidunt suscipit interdum sagittis eleifend elit lectus nibh quis ac et pretium sit vehicula Curae purus Class aliquam nisi magnis varius conubia netus senectus Maecenas non,1,80,63,86,3147341,PhD in Computer Science,Created,Waiting for English Proficiency Results, , 
Fischer,Constance,FISCON001,hmLHdmgbX,Miss.,International,Costa Rica,505-74-8422,486829000000000000,Indian,Dante@lacinia.edu,-2093,56060  Lesotho Ave.,Guatemala,Honours in Computer Science (full-time),University of KwaZulu-Natal,South Africa,1,NGF 4 - Trade Certificate (FET),25,convallis augue erat augue facilisis non ultricies ornare sit accumsan aliquam tempor blandit sapien quam metus elit sollicitudin nunc tortor Nam sagittis magnis adipiscing vitae mollis congue facilisis nisl dui fringilla placerat tincidunt litora gravida gravida neque nisl hendrerit elit nonummy euismod ultricies facilisis ipsum eleifend In nisl sociosqu tempor elit Mauris purus venenatis Pellentesque nunc enim facilisi dolor commodo massa Vestibulum sem Duis auctor condimentum ut metus Suspendisse aliquet eros per tristique dictum Class porttitor ut Integer taciti eget porttitor Duis eleifend Nullam mattis turpis lobortis sapien Integer pulvinar pellentesque consectetuer Fusce Proin nisi Class consequat hymenaeos Morbi id,2,54,55,4,3078685,Master of Commerce in Information Systems,Denied,Waiting for Information, , 
Heath,Zeph,HEAZEP001,Q,Ms.,International,Taiwan,427-39-8594,175645000000000000,White,Bertha@ridiculus.com,-2302,86465 East Davenport St.,Guyana,PhD in Information Systems,University of the Witwatersrand,South Africa,5,NQF 2 - Grade 10 (FET),7,tristique venenatis fermentum vulputate rhoncus Phasellus Fusce tempor convallis Morbi interdum felis erat facilisis aliquet rhoncus consectetuer vestibulum mus tempus natoque Vestibulum iaculis urna tellus Sed mus dui vel nulla pretium Integer nisl non iaculis Class convallis iaculis fames hymenaeos senectus neque fermentum Suspendisse Curae volutpat Fusce pellentesque facilisis sagittis Ut ipsum nostra pede In tincidunt semper sollicitudin semper quam Class In elit eget porta fames lorem lorem lorem tincidunt diam ac erat mi mattis nibh augue metus Praesent id mi Nam parturient mauris sociis bibendum semper ante tristique a mollis lorem dis dis sociis nascetur ullamcorper sollicitudin arcu molestie,2,86,30,76,3497957,Masters by Dissertation (MSc by D),Deffered,On condition of school-leaving results, , 
